week_date,region,platform,segment,customer_type,transactions,sales
7/5/18,CANADA,Shopify,F2,Existing,694,136044.0
7/5/18,USA,Shopify,F1,Existing,921,183364.0
7/5/18,AFRICA,Retail,C3,New,98452,3630401.0
7/5/18,CANADA,Retail,F2,New,16757,619989.0
7/5/18,EUROPE,Retail,C2,Existing,7840,398166.0
7/5/18,SOUTH AMERICA,Shopify,F2,Existing,26,5449.0
7/5/18,EUROPE,Shopify,F3,Existing,96,30937.0
7/5/18,SOUTH AMERICA,Retail,C1,New,1764,39951.0
7/5/18,SOUTH AMERICA,Retail,C3,Existing,969,46408.0
7/5/18,OCEANIA,Retail,F1,Existing,122244,6543649.0
7/5/18,EUROPE,Retail,C3,New,3790,159836.0
7/5/18,EUROPE,Shopify,F1,Existing,92,20359.0
7/5/18,EUROPE,Retail,C2,New,2660,96227.0
7/5/18,CANADA,Shopify,C1,Existing,283,47667.0
7/5/18,AFRICA,Shopify,F2,New,220,36417.0
7/5/18,SOUTH AMERICA,Shopify,C4,New,3,536.0
7/5/18,USA,Retail,C3,Existing,77757,4661682.0
7/5/18,AFRICA,Retail,null,Existing,28926,1396563.0
7/5/18,ASIA,Retail,F1,New,29737,976284.0
7/5/18,OCEANIA,Retail,F3,Existing,439514,25516277.0
7/5/18,ASIA,Shopify,F1,Existing,1103,200485.0
7/5/18,CANADA,Shopify,null,Guest,688,118462.0
7/5/18,AFRICA,Shopify,C1,New,191,25779.0
7/5/18,EUROPE,Retail,null,New,3332,143888.0
7/5/18,OCEANIA,Shopify,C3,Existing,2536,518936.0
7/5/18,AFRICA,Shopify,F1,Existing,1513,290224.0
7/5/18,SOUTH AMERICA,Shopify,null,New,50,8077.0
7/5/18,AFRICA,Retail,F3,Existing,321410,19340602.0
7/5/18,CANADA,Retail,F2,Existing,51706,3012494.0
7/5/18,OCEANIA,Retail,C3,New,132711,4477119.0
7/5/18,EUROPE,Shopify,null,Existing,16,3995.0
7/5/18,CANADA,Retail,F1,Existing,21546,1228911.0
7/5/18,OCEANIA,Shopify,C4,New,58,7712.0
7/5/18,USA,Retail,F1,Existing,33317,2168166.0
7/5/18,AFRICA,Shopify,null,Guest,2838,516113.0
7/5/18,CANADA,Shopify,F2,New,57,8734.0
7/5/18,ASIA,Retail,F3,Existing,320084,16749175.0
7/5/18,OCEANIA,Retail,F1,New,39704,1378971.0
7/5/18,EUROPE,Shopify,F1,New,4,425.0
7/5/18,SOUTH AMERICA,Retail,C4,New,232,9590.0
7/5/18,CANADA,Retail,C1,Existing,49832,2193324.0
7/5/18,OCEANIA,Retail,F2,Existing,291538,16407663.0
7/5/18,USA,Shopify,C3,Existing,905,195036.0
7/5/18,CANADA,Shopify,C4,Existing,47,8592.0
7/5/18,USA,Retail,C4,Existing,28574,1631576.0
7/5/18,AFRICA,Retail,C2,Existing,83603,3902159.0
7/5/18,ASIA,Shopify,F2,Existing,1598,316822.0
7/5/18,CANADA,Shopify,C1,New,70,10003.0
7/5/18,USA,Retail,F2,New,26414,1108239.0
7/5/18,EUROPE,Retail,F3,Existing,15602,989622.0
7/5/18,OCEANIA,Shopify,null,New,363,61044.0
7/5/18,AFRICA,Retail,F2,Existing,235684,13855830.0
7/5/18,AFRICA,Retail,C3,Existing,220876,11965895.0
7/5/18,USA,Retail,F3,Existing,113164,7532908.0
7/5/18,USA,Shopify,C4,New,13,3011.0
7/5/18,ASIA,Retail,F3,New,83982,2720566.0
7/5/18,CANADA,Shopify,C3,New,52,7533.0
7/5/18,AFRICA,Retail,F1,Existing,83982,4851788.0
7/5/18,ASIA,Shopify,C4,New,24,3317.0
7/5/18,ASIA,Retail,F1,Existing,80722,4019483.0
7/5/18,OCEANIA,Retail,F2,New,89907,3219187.0
7/5/18,EUROPE,Shopify,F2,New,7,1620.0
7/5/18,CANADA,Shopify,F1,New,40,7053.0
7/5/18,SOUTH AMERICA,Shopify,C3,New,21,3916.0
7/5/18,EUROPE,Retail,F1,Existing,5849,373365.0
7/5/18,CANADA,Retail,C2,New,13052,414658.0
7/5/18,USA,Shopify,C1,New,137,19483.0
7/5/18,AFRICA,Shopify,C4,New,29,5386.0
7/5/18,OCEANIA,Shopify,C1,New,332,45304.0
7/5/18,AFRICA,Retail,F2,New,62461,2362346.0
7/5/18,CANADA,Shopify,F3,Existing,365,68964.0
7/5/18,USA,Retail,C3,New,39682,1624628.0
7/5/18,SOUTH AMERICA,Retail,C3,New,870,32477.0
7/5/18,CANADA,Retail,null,Existing,6821,337741.0
7/5/18,ASIA,Shopify,C2,Existing,1106,206943.0
7/5/18,OCEANIA,Shopify,C3,New,319,66752.0
7/5/18,USA,Retail,C2,New,22783,822490.0
7/5/18,SOUTH AMERICA,Retail,null,New,2056,65931.0
7/5/18,USA,Shopify,null,New,103,18476.0
7/5/18,CANADA,Shopify,null,Existing,48,8133.0
7/5/18,USA,Retail,null,Existing,9515,499443.0
7/5/18,AFRICA,Retail,F1,New,23186,877712.0
7/5/18,AFRICA,Shopify,null,New,201,34202.0
7/5/18,AFRICA,Retail,null,Guest,1603236,45446966.0
7/5/18,USA,Shopify,F2,Existing,1523,334679.0
7/5/18,SOUTH AMERICA,Retail,C4,Existing,306,14185.0
7/5/18,SOUTH AMERICA,Shopify,C2,New,32,5750.0
7/5/18,EUROPE,Retail,C4,New,1130,42856.0
7/5/18,EUROPE,Shopify,null,New,12,2432.0
7/5/18,OCEANIA,Retail,null,Guest,2421353,62183194.0
7/5/18,EUROPE,Shopify,null,Guest,164,36631.0
7/5/18,ASIA,Retail,F2,New,67670,2192280.0
7/5/18,CANADA,Retail,C4,Existing,20677,1085943.0
7/5/18,SOUTH AMERICA,Shopify,F3,New,2,475.0
7/5/18,AFRICA,Retail,C4,New,39667,1364997.0
7/5/18,ASIA,Retail,C3,Existing,188304,8836790.0
7/5/18,SOUTH AMERICA,Shopify,F1,Existing,24,6572.0
7/5/18,ASIA,Retail,C1,New,113554,2573019.0
7/5/18,OCEANIA,Retail,C1,New,144963,3521055.0
7/5/18,EUROPE,Retail,F2,New,1613,70184.0
7/5/18,EUROPE,Shopify,C1,New,13,1651.0
7/5/18,USA,Retail,C4,New,15170,564827.0
7/5/18,AFRICA,Shopify,C4,Existing,225,43479.0
7/5/18,CANADA,Retail,F1,New,7411,273159.0
7/5/18,SOUTH AMERICA,Shopify,F2,New,10,1651.0
7/5/18,OCEANIA,Retail,null,New,86385,3196932.0
7/5/18,SOUTH AMERICA,Shopify,F1,New,8,1246.0
7/5/18,OCEANIA,Retail,null,Existing,38991,1742168.0
7/5/18,ASIA,Retail,F2,Existing,185200,9439234.0
7/5/18,AFRICA,Retail,null,New,62167,2578025.0
7/5/18,CANADA,Shopify,C2,New,60,9431.0
7/5/18,ASIA,Shopify,F2,New,156,22134.0
7/5/18,ASIA,Shopify,F3,New,70,10395.0
7/5/18,ASIA,Retail,C1,Existing,145806,5046895.0
7/5/18,ASIA,Retail,null,Guest,1943943,47337829.0
7/5/18,OCEANIA,Retail,C3,Existing,262989,13605415.0
7/5/18,USA,Retail,C1,New,33716,994219.0
7/5/18,OCEANIA,Shopify,F1,New,265,40846.0
7/5/18,SOUTH AMERICA,Shopify,C4,Existing,6,1089.0
7/5/18,ASIA,Shopify,C1,Existing,654,114185.0
7/5/18,CANADA,Retail,C4,New,11393,384541.0
7/5/18,USA,Retail,F3,New,25705,1071436.0
7/5/18,OCEANIA,Shopify,F3,New,164,25718.0
7/5/18,CANADA,Shopify,null,New,49,8297.0
7/5/18,CANADA,Retail,F3,New,18148,671911.0
7/5/18,USA,Shopify,F3,Existing,770,179871.0
7/5/18,SOUTH AMERICA,Retail,null,Existing,525,16282.0
7/5/18,AFRICA,Retail,C1,New,88637,2306608.0
7/5/18,ASIA,Shopify,null,Existing,167,30200.0
7/5/18,ASIA,Shopify,C4,Existing,171,30722.0
7/5/18,EUROPE,Retail,F2,Existing,12576,819151.0
7/5/18,EUROPE,Shopify,C1,Existing,79,14849.0
7/5/18,CANADA,Shopify,C3,Existing,388,75075.0
7/5/18,EUROPE,Retail,C1,Existing,13273,620059.0
7/5/18,ASIA,Shopify,C1,New,157,20971.0
7/5/18,EUROPE,Retail,C4,Existing,3654,203958.0
7/5/18,USA,Shopify,C1,Existing,576,108407.0
7/5/18,AFRICA,Shopify,C2,Existing,1360,265890.0
7/5/18,SOUTH AMERICA,Retail,F1,New,228,8434.0
7/5/18,CANADA,Retail,null,Guest,440892,11668138.0
7/5/18,SOUTH AMERICA,Retail,F3,New,380,13949.0
7/5/18,AFRICA,Shopify,F2,Existing,2730,568272.0
7/5/18,OCEANIA,Shopify,C2,Existing,2731,539794.0
7/5/18,CANADA,Shopify,C2,Existing,363,68351.0
7/5/18,AFRICA,Shopify,C1,Existing,984,171730.0
7/5/18,ASIA,Shopify,C3,Existing,1012,194592.0
7/5/18,EUROPE,Retail,C1,New,4305,132892.0
7/5/18,USA,Shopify,null,Guest,1776,348136.0
7/5/18,EUROPE,Retail,C3,Existing,12330,695066.0
7/5/18,ASIA,Retail,C4,New,45652,1330291.0
7/5/18,USA,Shopify,C3,New,98,17443.0
7/5/18,OCEANIA,Retail,C4,New,55675,1782764.0
7/5/18,CANADA,Shopify,F3,New,24,3590.0
7/5/18,ASIA,Shopify,C2,New,217,29959.0
7/5/18,SOUTH AMERICA,Shopify,null,Existing,21,4972.0
7/5/18,EUROPE,Shopify,C3,Existing,133,30688.0
7/5/18,SOUTH AMERICA,Retail,C2,Existing,534,23213.0
7/5/18,EUROPE,Retail,F1,New,946,40720.0
7/5/18,USA,Shopify,F1,New,100,16629.0
7/5/18,OCEANIA,Shopify,C2,New,462,69443.0
7/5/18,SOUTH AMERICA,Retail,F1,Existing,524,24580.0
7/5/18,EUROPE,Shopify,C2,Existing,106,34974.0
7/5/18,OCEANIA,Shopify,C1,Existing,1704,299698.0
7/5/18,SOUTH AMERICA,Shopify,F3,Existing,13,2951.0
7/5/18,SOUTH AMERICA,Retail,C2,New,566,18105.0
7/5/18,OCEANIA,Shopify,F2,Existing,4075,854795.0
7/5/18,ASIA,Shopify,F3,Existing,996,200816.0
7/5/18,ASIA,Retail,C2,Existing,93033,3710548.0
7/5/18,EUROPE,Shopify,C3,New,9,2108.0
7/5/18,OCEANIA,Shopify,F1,Existing,2589,631235.0
7/5/18,CANADA,Retail,null,New,16276,653915.0
7/5/18,OCEANIA,Shopify,C4,Existing,411,77773.0
7/5/18,OCEANIA,Retail,C1,Existing,204601,7935379.0
7/5/18,USA,Shopify,F2,New,134,22598.0
7/5/18,AFRICA,Shopify,F3,New,93,16335.0
7/5/18,AFRICA,Retail,F3,New,62398,2370701.0
7/5/18,EUROPE,Retail,null,Guest,111471,3615797.0
7/5/18,CANADA,Retail,F3,Existing,74395,4388564.0
7/5/18,ASIA,Shopify,C3,New,147,21566.0
7/5/18,AFRICA,Retail,C4,Existing,84553,4579656.0
7/5/18,ASIA,Retail,null,New,66881,2323346.0
7/5/18,AFRICA,Shopify,F3,Existing,1480,318715.0
7/5/18,AFRICA,Shopify,C2,New,203,30781.0
7/5/18,ASIA,Shopify,null,New,173,29480.0
7/5/18,AFRICA,Retail,C2,New,50207,1632087.0
7/5/18,OCEANIA,Shopify,null,Guest,5742,1050332.0
7/5/18,ASIA,Retail,C4,Existing,80386,3707160.0
7/5/18,SOUTH AMERICA,Retail,C1,Existing,1925,56375.0
7/5/18,USA,Retail,F1,New,10908,459122.0
7/5/18,OCEANIA,Retail,C2,New,89863,2585578.0
7/5/18,EUROPE,Shopify,C2,New,11,2822.0
7/5/18,EUROPE,Shopify,F2,Existing,166,44578.0
7/5/18,USA,Shopify,F3,New,36,6482.0
7/5/18,USA,Retail,null,New,21712,973973.0
7/5/18,AFRICA,Shopify,C3,New,200,34761.0
7/5/18,OCEANIA,Retail,F3,New,103348,3631855.0
7/5/18,USA,Shopify,null,Existing,129,26274.0
7/5/18,EUROPE,Shopify,F3,New,2,477.0
7/5/18,USA,Shopify,C2,Existing,830,174966.0
7/5/18,ASIA,Retail,null,Existing,27110,1126810.0
7/5/18,USA,Retail,C2,Existing,31684,1701039.0
7/5/18,SOUTH AMERICA,Shopify,null,Guest,882,179110.0
7/5/18,AFRICA,Shopify,C3,Existing,1497,313166.0
7/5/18,USA,Retail,C1,Existing,47317,2175141.0
7/5/18,CANADA,Retail,C3,New,25940,930840.0
7/5/18,SOUTH AMERICA,Shopify,C3,Existing,51,11032.0
7/5/18,AFRICA,Retail,C1,Existing,149303,6036915.0
7/5/18,SOUTH AMERICA,Shopify,C1,Existing,47,8925.0
7/5/18,CANADA,Retail,C1,New,30819,828228.0
7/5/18,SOUTH AMERICA,Retail,F2,Existing,875,42345.0
7/5/18,USA,Shopify,C2,New,132,24336.0
7/5/18,CANADA,Shopify,F1,Existing,408,75646.0
7/5/18,SOUTH AMERICA,Shopify,C2,Existing,85,16295.0
7/5/18,AFRICA,Shopify,null,Existing,246,45538.0
7/5/18,ASIA,Retail,C3,New,107385,3359062.0
7/5/18,OCEANIA,Retail,C4,Existing,112580,5837748.0
7/5/18,EUROPE,Shopify,C4,Existing,5,1168.0
7/5/18,USA,Shopify,C4,Existing,87,16673.0
7/5/18,ASIA,Retail,C2,New,72238,1985560.0
7/5/18,EUROPE,Retail,F3,New,1573,64941.0
7/5/18,SOUTH AMERICA,Retail,F3,Existing,995,48038.0
7/5/18,CANADA,Retail,C2,Existing,16829,800523.0
7/5/18,CANADA,Shopify,C4,New,7,1342.0
7/5/18,USA,Retail,F2,Existing,83481,5419778.0
7/5/18,OCEANIA,Shopify,null,Existing,412,81168.0
7/5/18,AFRICA,Shopify,F1,New,122,19546.0
7/5/18,OCEANIA,Shopify,F3,Existing,2382,511318.0
7/5/18,ASIA,Shopify,null,Guest,2443,403294.0
7/5/18,SOUTH AMERICA,Retail,null,Guest,386493,15249286.0
7/5/18,OCEANIA,Retail,C2,Existing,120580,5088126.0
7/5/18,ASIA,Shopify,F1,New,139,20530.0
30/4/18,SOUTH AMERICA,Shopify,C2,Existing,84,16322.0
30/4/18,CANADA,Retail,C2,New,13280,414106.0
30/4/18,ASIA,Shopify,null,New,176,28632.0
30/4/18,EUROPE,Shopify,C4,Existing,6,1311.0
30/4/18,USA,Retail,null,New,21959,981244.0
30/4/18,ASIA,Shopify,C3,Existing,999,195440.0
30/4/18,EUROPE,Retail,F2,New,1734,71413.0
30/4/18,ASIA,Retail,C4,Existing,81353,3795443.0
30/4/18,ASIA,Shopify,null,Existing,160,30825.0
30/4/18,CANADA,Shopify,F3,Existing,344,71805.0
30/4/18,AFRICA,Shopify,null,New,207,34243.0
30/4/18,EUROPE,Shopify,F3,New,5,1423.0
30/4/18,SOUTH AMERICA,Shopify,null,Guest,852,163989.0
30/4/18,AFRICA,Retail,C1,New,93648,2439360.0
30/4/18,SOUTH AMERICA,Shopify,F3,Existing,10,1676.0
30/4/18,OCEANIA,Retail,C1,New,149431,3640452.0
30/4/18,AFRICA,Shopify,F3,New,93,14781.0
30/4/18,OCEANIA,Shopify,C1,Existing,1625,288807.0
30/4/18,CANADA,Retail,F3,New,18563,679717.0
30/4/18,EUROPE,Retail,C1,New,4328,136082.0
30/4/18,SOUTH AMERICA,Shopify,F1,New,3,427.0
30/4/18,CANADA,Shopify,C2,Existing,351,62420.0
30/4/18,OCEANIA,Shopify,C2,New,439,70658.0
30/4/18,USA,Shopify,F1,New,98,16345.0
30/4/18,ASIA,Retail,F3,New,84543,2687663.0
30/4/18,USA,Retail,C3,New,40983,1673164.0
30/4/18,USA,Shopify,F1,Existing,905,183166.0
30/4/18,OCEANIA,Shopify,C2,Existing,2524,498322.0
30/4/18,OCEANIA,Shopify,F3,New,129,18702.0
30/4/18,CANADA,Retail,C3,New,26486,937653.0
30/4/18,CANADA,Retail,F3,Existing,75033,4392922.0
30/4/18,CANADA,Shopify,F2,New,62,10880.0
30/4/18,SOUTH AMERICA,Retail,F3,New,390,13431.0
30/4/18,CANADA,Retail,null,Existing,6566,320829.0
30/4/18,EUROPE,Shopify,C1,Existing,77,16152.0
30/4/18,USA,Retail,C2,Existing,32103,1715233.0
30/4/18,AFRICA,Shopify,C1,Existing,945,159596.0
30/4/18,AFRICA,Retail,C1,Existing,154075,6125199.0
30/4/18,USA,Shopify,C2,New,144,26425.0
30/4/18,CANADA,Shopify,null,Guest,676,115432.0
30/4/18,USA,Shopify,C2,Existing,826,173520.0
30/4/18,AFRICA,Shopify,null,Existing,214,36943.0
30/4/18,AFRICA,Retail,F3,New,64257,2422209.0
30/4/18,ASIA,Shopify,F3,Existing,895,178750.0
30/4/18,AFRICA,Shopify,C2,Existing,1306,257988.0
30/4/18,ASIA,Shopify,C1,Existing,640,104482.0
30/4/18,OCEANIA,Shopify,null,Existing,361,69334.0
30/4/18,ASIA,Retail,C3,New,109353,3396086.0
30/4/18,ASIA,Retail,C4,New,46225,1363792.0
30/4/18,USA,Retail,F3,New,26307,1088719.0
30/4/18,EUROPE,Retail,F2,Existing,12713,832048.0
30/4/18,AFRICA,Retail,F3,Existing,325976,19317120.0
30/4/18,ASIA,Retail,C2,New,74337,2019155.0
30/4/18,SOUTH AMERICA,Retail,F1,New,256,9701.0
30/4/18,EUROPE,Shopify,C3,Existing,99,29082.0
30/4/18,SOUTH AMERICA,Retail,C1,Existing,2056,57301.0
30/4/18,SOUTH AMERICA,Retail,null,Existing,473,16586.0
30/4/18,AFRICA,Retail,C2,New,52352,1684607.0
30/4/18,OCEANIA,Shopify,null,Guest,4938,888581.0
30/4/18,ASIA,Retail,C3,Existing,190342,8852511.0
30/4/18,ASIA,Shopify,C2,New,226,33650.0
30/4/18,CANADA,Shopify,C3,Existing,359,68535.0
30/4/18,EUROPE,Shopify,null,Guest,175,39477.0
30/4/18,OCEANIA,Retail,C4,Existing,113833,5917339.0
30/4/18,OCEANIA,Retail,C4,New,56411,1817113.0
30/4/18,EUROPE,Shopify,C4,New,2,1038.0
30/4/18,USA,Retail,C1,Existing,48259,2234694.0
30/4/18,ASIA,Shopify,C3,New,153,24327.0
30/4/18,USA,Shopify,C1,Existing,534,97485.0
30/4/18,AFRICA,Shopify,F1,New,128,20108.0
30/4/18,OCEANIA,Shopify,F1,New,253,40604.0
30/4/18,ASIA,Retail,F3,Existing,322641,16491180.0
30/4/18,USA,Shopify,C3,Existing,946,208251.0
30/4/18,EUROPE,Retail,C2,Existing,7802,398212.0
30/4/18,CANADA,Shopify,C1,New,57,7977.0
30/4/18,EUROPE,Retail,null,New,3231,148153.0
30/4/18,USA,Retail,null,Existing,8919,474461.0
30/4/18,CANADA,Retail,F1,New,7344,268552.0
30/4/18,SOUTH AMERICA,Shopify,F1,Existing,27,6653.0
30/4/18,OCEANIA,Retail,C1,Existing,207999,7977111.0
30/4/18,ASIA,Shopify,C1,New,146,17290.0
30/4/18,USA,Shopify,C1,New,119,16846.0
30/4/18,ASIA,Retail,null,Existing,25098,1047879.0
30/4/18,AFRICA,Shopify,C2,New,201,32152.0
30/4/18,ASIA,Shopify,F1,Existing,1014,180364.0
30/4/18,ASIA,Shopify,C2,Existing,1083,195949.0
30/4/18,USA,Retail,F2,New,26861,1099332.0
30/4/18,SOUTH AMERICA,Retail,F2,New,384,14696.0
30/4/18,CANADA,Retail,F1,Existing,22073,1203915.0
30/4/18,AFRICA,Retail,C4,Existing,85248,4615302.0
30/4/18,OCEANIA,Shopify,C3,New,318,54964.0
30/4/18,USA,Retail,C1,New,35257,1030221.0
30/4/18,EUROPE,Retail,C4,New,1059,40751.0
30/4/18,OCEANIA,Retail,null,New,86314,3207996.0
30/4/18,EUROPE,Shopify,null,New,14,3555.0
30/4/18,EUROPE,Retail,C1,Existing,13428,637458.0
30/4/18,ASIA,Shopify,F2,Existing,1474,284693.0
30/4/18,CANADA,Shopify,null,Existing,54,9217.0
30/4/18,EUROPE,Retail,F3,Existing,15934,1004635.0
30/4/18,AFRICA,Shopify,C3,New,206,33295.0
30/4/18,CANADA,Retail,F2,New,17085,628596.0
30/4/18,EUROPE,Shopify,C2,New,8,875.0
30/4/18,OCEANIA,Retail,C3,Existing,266810,13660770.0
30/4/18,USA,Shopify,F2,New,124,22199.0
30/4/18,CANADA,Retail,null,New,16481,661099.0
30/4/18,AFRICA,Retail,F1,New,24234,889846.0
30/4/18,SOUTH AMERICA,Shopify,F2,Existing,21,4493.0
30/4/18,AFRICA,Retail,C4,New,39564,1365300.0
30/4/18,OCEANIA,Retail,null,Existing,36469,1620829.0
30/4/18,EUROPE,Shopify,null,Existing,17,4932.0
30/4/18,ASIA,Retail,F1,Existing,82497,3966080.0
30/4/18,OCEANIA,Shopify,C4,Existing,386,72486.0
30/4/18,SOUTH AMERICA,Retail,F1,Existing,506,21484.0
30/4/18,OCEANIA,Shopify,C3,Existing,2423,494873.0
30/4/18,SOUTH AMERICA,Retail,C2,New,602,19026.0
30/4/18,OCEANIA,Shopify,null,New,325,55396.0
30/4/18,ASIA,Shopify,F2,New,143,20779.0
30/4/18,CANADA,Retail,C4,Existing,21042,1107345.0
30/4/18,SOUTH AMERICA,Retail,C3,New,912,33447.0
30/4/18,USA,Retail,C4,Existing,29093,1673589.0
30/4/18,OCEANIA,Retail,F3,New,102778,3587772.0
30/4/18,ASIA,Retail,null,New,66737,2296754.0
30/4/18,ASIA,Shopify,F1,New,138,18522.0
30/4/18,USA,Retail,C2,New,23547,857733.0
30/4/18,AFRICA,Retail,null,Existing,27072,1281379.0
30/4/18,SOUTH AMERICA,Retail,null,Guest,395115,15455818.0
30/4/18,EUROPE,Retail,null,Existing,2300,116597.0
30/4/18,AFRICA,Shopify,null,Guest,2639,458379.0
30/4/18,CANADA,Retail,C4,New,11761,392125.0
30/4/18,OCEANIA,Shopify,F2,Existing,3644,750986.0
30/4/18,AFRICA,Retail,C2,Existing,85032,3906808.0
30/4/18,CANADA,Retail,C3,Existing,47193,2502079.0
30/4/18,ASIA,Shopify,null,Guest,2223,354569.0
30/4/18,SOUTH AMERICA,Shopify,C1,New,13,1970.0
30/4/18,OCEANIA,Retail,C2,Existing,122133,5066803.0
30/4/18,USA,Retail,F1,Existing,34284,2158907.0
30/4/18,EUROPE,Shopify,C2,Existing,110,29596.0
30/4/18,USA,Shopify,null,Existing,112,24776.0
30/4/18,CANADA,Shopify,F1,New,45,6715.0
30/4/18,SOUTH AMERICA,Shopify,F3,New,3,460.0
30/4/18,SOUTH AMERICA,Shopify,null,Existing,17,3512.0
30/4/18,SOUTH AMERICA,Retail,C3,Existing,1052,48868.0
30/4/18,EUROPE,Retail,C4,Existing,3435,188847.0
30/4/18,USA,Shopify,null,Guest,1281,241401.0
30/4/18,SOUTH AMERICA,Shopify,F2,New,6,976.0
30/4/18,EUROPE,Retail,C3,New,3778,158708.0
30/4/18,USA,Shopify,C4,Existing,88,16921.0
30/4/18,SOUTH AMERICA,Retail,C2,Existing,596,24998.0
30/4/18,AFRICA,Retail,null,Guest,1672793,47215787.0
30/4/18,SOUTH AMERICA,Retail,C4,Existing,299,15383.0
30/4/18,AFRICA,Shopify,C3,Existing,1494,309628.0
30/4/18,CANADA,Retail,F2,Existing,52106,2928930.0
30/4/18,CANADA,Shopify,C3,New,58,9827.0
30/4/18,USA,Shopify,F2,Existing,1485,319866.0
30/4/18,SOUTH AMERICA,Shopify,C4,Existing,9,1149.0
30/4/18,OCEANIA,Retail,C3,New,136036,4574051.0
30/4/18,ASIA,Retail,C2,Existing,94486,3698002.0
30/4/18,EUROPE,Shopify,C3,New,6,1234.0
30/4/18,SOUTH AMERICA,Shopify,C4,New,1,136.0
30/4/18,AFRICA,Retail,F1,Existing,86983,4863450.0
30/4/18,OCEANIA,Retail,F1,New,41366,1429166.0
30/4/18,CANADA,Shopify,null,New,52,8522.0
30/4/18,CANADA,Shopify,F2,Existing,623,125450.0
30/4/18,EUROPE,Shopify,F1,New,8,1614.0
30/4/18,OCEANIA,Shopify,F1,Existing,2282,436258.0
30/4/18,EUROPE,Retail,C3,Existing,12356,693361.0
30/4/18,AFRICA,Shopify,F2,Existing,2647,533052.0
30/4/18,OCEANIA,Retail,null,Guest,2502962,64142402.0
30/4/18,ASIA,Retail,F2,New,67904,2162150.0
30/4/18,AFRICA,Retail,null,New,63029,2599062.0
30/4/18,ASIA,Shopify,C4,New,38,4696.0
30/4/18,CANADA,Retail,C2,Existing,16995,785588.0
30/4/18,CANADA,Shopify,C4,New,12,1394.0
30/4/18,OCEANIA,Retail,F2,Existing,296819,16228140.0
30/4/18,OCEANIA,Shopify,C4,New,56,8270.0
30/4/18,AFRICA,Retail,C3,Existing,223105,11973979.0
30/4/18,SOUTH AMERICA,Shopify,null,New,43,7799.0
30/4/18,CANADA,Shopify,F1,Existing,363,66596.0
30/4/18,EUROPE,Retail,F3,New,1559,61607.0
30/4/18,SOUTH AMERICA,Shopify,C3,Existing,50,10061.0
30/4/18,USA,Retail,C4,New,15508,567229.0
30/4/18,USA,Shopify,null,New,92,14513.0
30/4/18,EUROPE,Retail,F1,New,936,40411.0
30/4/18,CANADA,Retail,null,Guest,457502,12003476.0
30/4/18,USA,Shopify,F3,Existing,758,168826.0
30/4/18,ASIA,Retail,F2,Existing,187078,9195276.0
30/4/18,CANADA,Shopify,C4,Existing,53,8876.0
30/4/18,OCEANIA,Retail,F3,Existing,444351,25360664.0
30/4/18,CANADA,Shopify,C2,New,58,9100.0
30/4/18,OCEANIA,Shopify,C1,New,303,39811.0
30/4/18,USA,Shopify,C3,New,115,21614.0
30/4/18,EUROPE,Retail,null,Guest,113548,3721357.0
30/4/18,CANADA,Shopify,F3,New,26,4131.0
30/4/18,EUROPE,Shopify,F3,Existing,98,33526.0
30/4/18,SOUTH AMERICA,Shopify,C2,New,32,6052.0
30/4/18,EUROPE,Retail,C2,New,2598,93249.0
30/4/18,ASIA,Shopify,C4,Existing,164,30265.0
30/4/18,SOUTH AMERICA,Retail,F2,Existing,961,47578.0
30/4/18,EUROPE,Shopify,F2,New,7,1620.0
30/4/18,OCEANIA,Retail,F1,Existing,125864,6524907.0
30/4/18,EUROPE,Shopify,F1,Existing,103,22229.0
30/4/18,SOUTH AMERICA,Retail,C4,New,246,9505.0
30/4/18,ASIA,Retail,C1,New,117456,2619844.0
30/4/18,AFRICA,Shopify,F2,New,202,34256.0
30/4/18,OCEANIA,Shopify,F3,Existing,2155,461812.0
30/4/18,ASIA,Retail,C1,Existing,148545,5094290.0
30/4/18,USA,Retail,C3,Existing,79169,4748929.0
30/4/18,OCEANIA,Retail,C2,New,92518,2658158.0
30/4/18,USA,Retail,F1,New,11376,481625.0
30/4/18,USA,Retail,F3,Existing,115208,7623656.0
30/4/18,SOUTH AMERICA,Retail,F3,Existing,957,47563.0
30/4/18,USA,Shopify,F3,New,36,6557.0
30/4/18,EUROPE,Shopify,F2,Existing,160,42378.0
30/4/18,AFRICA,Retail,F2,New,64181,2373444.0
30/4/18,AFRICA,Shopify,C1,New,152,19914.0
30/4/18,CANADA,Shopify,C1,Existing,316,53921.0
30/4/18,ASIA,Retail,null,Guest,2011932,48757103.0
30/4/18,CANADA,Retail,C1,Existing,50680,2190069.0
30/4/18,ASIA,Retail,F1,New,30568,998011.0
30/4/18,AFRICA,Retail,C3,New,100910,3701332.0
30/4/18,SOUTH AMERICA,Retail,null,New,2112,67602.0
30/4/18,ASIA,Shopify,F3,New,70,11802.0
30/4/18,SOUTH AMERICA,Retail,C1,New,1866,40695.0
30/4/18,EUROPE,Retail,F1,Existing,6200,383568.0
30/4/18,AFRICA,Shopify,F3,Existing,1430,312466.0
30/4/18,USA,Retail,null,Guest,586871,17959169.0
30/4/18,AFRICA,Retail,F2,Existing,240418,13810704.0
30/4/18,AFRICA,Shopify,C4,New,35,5421.0
30/4/18,AFRICA,Shopify,F1,Existing,1447,280517.0
